Eye_starts_closing,Eye_most_closed_pos,Eye_starts_opening,Eye_open,Blink_type,video_id,Horse_ID,Eye_starts_closing_frame,Eye_most_closed_pos_frame,Eye_starts_opening_frame,Eye_open_frame
40.06666666666667,,,40.43333333333333,F,G-003,G,1202,,,1213
42.2,,,42.46666666666667,H,G-003,G,1266,,,1274
42.766666666666666,,,42.86666666666667,H,G-003,G,1283,,,1286
45.46666666666667,,,45.666666666666664,H,G-003,G,1364,,,1370
46.9,,,47.2,F,G-003,G,1407,,,1416
47.93333333333333,,,48.13333333333333,H,G-003,G,1438,,,1444
48.766666666666666,,,49.0,F,G-003,G,1463,,,1470
49.46666666666667,,,49.8,F,G-003,G,1484,,,1494
50.166666666666664,,,50.53333333333333,F,G-003,G,1505,,,1516
51.833333333333336,,,52.1,F,G-003,G,1555,,,1563
53.53333333333333,,,53.766666666666666,H,G-003,G,1606,,,1613
55.43333333333333,,,55.733333333333334,F,G-003,G,1663,,,1672
57.833333333333336,,,58.2,F,G-003,G,1735,,,1746
58.43333333333333,,,58.733333333333334,H,G-003,G,1753,,,1762
59.166666666666664,,,59.4,H,G-003,G,1775,,,1782
60.6,,,60.833333333333336,H,G-003,G,1818,,,1825
61.13333333333333,,,61.3,H,G-003,G,1834,,,1839
61.93333333333333,,,62.13333333333333,H,G-003,G,1858,,,1864
63.1,,,63.333333333333336,F,G-003,G,1893,,,1900
63.7,,,64.0,F,G-003,G,1911,,,1920
72.7,,,72.9,H,G-003,G,2181,,,2187
74.96666666666667,,,75.26666666666667,H,G-003,G,2249,,,2258
75.46666666666667,,,75.76666666666667,F,G-003,G,2264,,,2273
77.16666666666667,,,77.46666666666667,H,G-003,G,2315,,,2324
78.43333333333334,,,78.63333333333334,H,G-003,G,2353,,,2359
79.76666666666667,,,80.0,F,G-003,G,2393,,,2400
80.46666666666667,,,80.76666666666667,F,G-003,G,2414,,,2423
84.5,,,84.7,H,G-003,G,2535,,,2541
88.83333333333333,,,89.26666666666667,H,G-003,G,2665,,,2678
89.36666666666666,,,89.73333333333333,F,G-003,G,2681,,,2692
91.36666666666666,,,91.76666666666667,H,G-003,G,2741,,,2753
94.26666666666667,,,94.4,H,G-003,G,2828,,,2832
95.23333333333333,,,95.66666666666667,F,G-003,G,2857,,,2870
96.06666666666666,,,96.36666666666666,H,G-003,G,2882,,,2891
96.6,,,96.9,H,G-003,G,2898,,,2907
98.53333333333333,,,98.8,H,G-003,G,2956,,,2964
99.93333333333334,,,100.16666666666667,H,G-003,G,2998,,,3005
100.66666666666667,,,100.83333333333333,H,G-003,G,3020,,,3025
101.23333333333333,,,101.5,H,G-003,G,3037,,,3045
104.36666666666666,,,104.6,F,G-003,G,3131,,,3138
104.93333333333334,,,105.26666666666667,F,G-003,G,3148,,,3158
105.6,,,105.9,F,G-003,G,3168,,,3177
108.1,,,108.4,H,G-003,G,3243,,,3252
108.83333333333333,,,109.16666666666667,H,G-003,G,3265,,,3275
109.86666666666666,,,110.1,H,G-003,G,3296,,,3303
114.83333333333333,,,115.23333333333333,F,G-003,G,3445,,,3457
115.6,,,115.83333333333333,F,G-003,G,3468,,,3475
116.56666666666666,,,116.9,H,G-003,G,3497,,,3507
117.06666666666666,,,117.4,H,G-003,G,3512,,,3522
117.63333333333334,,,117.86666666666666,H,G-003,G,3529,,,3536
121.0,,,121.26666666666667,F,G-003,G,3630,,,3638
122.0,,,122.2,H,G-003,G,3660,,,3666
122.5,,,122.8,H,G-003,G,3675,,,3684
124.4,,,124.6,H,G-003,G,3732,,,3738
126.96666666666667,,,127.26666666666667,F,G-003,G,3809,,,3818
128.56666666666666,,,128.8,H,G-003,G,3857,,,3864
130.3,,,130.63333333333333,F,G-003,G,3909,,,3919
131.0,,,131.26666666666668,F,G-003,G,3930,,,3938
132.36666666666667,,,132.73333333333332,H,G-003,G,3971,,,3982
133.26666666666668,,,133.6,H,G-003,G,3998,,,4008
134.63333333333333,,,134.96666666666667,H,G-003,G,4039,,,4049
137.0,,,137.2,H,G-003,G,4110,,,4116
139.3,,,139.7,F,G-003,G,4179,,,4191
139.9,,,140.2,F,G-003,G,4197,,,4206
140.76666666666668,,,141.16666666666666,H,G-003,G,4223,,,4235
142.43333333333334,,,142.86666666666667,F,G-003,G,4273,,,4286
145.2,,,145.53333333333333,F,G-003,G,4356,,,4366
147.3,,,147.6,H,G-003,G,4419,,,4428
148.83333333333334,,,149.03333333333333,H,G-003,G,4465,,,4471
149.6,,,149.96666666666667,H,G-003,G,4488,,,4499
150.4,,,150.56666666666666,H,G-003,G,4512,,,4517
151.0,,,151.3,H,G-003,G,4530,,,4539
151.76666666666668,,,152.1,F,G-003,G,4553,,,4563
154.53333333333333,,,154.8,H,G-003,G,4636,,,4644
155.0,,,155.36666666666667,F,G-003,G,4650,,,4661
156.03333333333333,,,156.43333333333334,F,G-003,G,4681,,,4693
159.06666666666666,,,159.4,F,G-003,G,4772,,,4782
159.63333333333333,,,160.03333333333333,F,G-003,G,4789,,,4801
162.9,,,163.13333333333333,H,G-003,G,4887,,,4894
164.9,,,165.16666666666666,H,G-003,G,4947,,,4955
166.93333333333334,,,167.2,H,G-003,G,5008,,,5016
168.86666666666667,,,169.23333333333332,F,G-003,G,5066,,,5077
169.46666666666667,,,169.76666666666668,H,G-003,G,5084,,,5093
171.96666666666667,,,172.46666666666667,F,G-003,G,5159,,,5174
172.73333333333332,,,173.1,H,G-003,G,5182,,,5193
173.4,,,173.63333333333333,H,G-003,G,5202,,,5209
174.43333333333334,,,174.83333333333334,F,G-003,G,5233,,,5245
175.03333333333333,,,175.4,F,G-003,G,5251,,,5262
179.86666666666667,,,180.23333333333332,F,G-003,G,5396,,,5407
181.3,,,181.56666666666666,H,G-003,G,5439,,,5447
186.03333333333333,,,186.26666666666668,H,G-003,G,5581,,,5588
186.96666666666667,,,187.26666666666668,F,G-003,G,5609,,,5618
187.66666666666666,,,187.93333333333334,H,G-003,G,5630,,,5638
188.13333333333333,,,188.63333333333333,H,G-003,G,5644,,,5659
191.06666666666666,,,191.3,H,G-003,G,5732,,,5739
191.9,,,192.23333333333332,H,G-003,G,5757,,,5767
195.33333333333334,,,195.56666666666666,H,G-003,G,5860,,,5867
203.53333333333333,,,203.83333333333334,F,G-003,G,6106,,,6115
204.23333333333332,,,204.46666666666667,H,G-003,G,6127,,,6134
204.7,,,205.06666666666666,F,G-003,G,6141,,,6152
207.23333333333332,,,207.56666666666666,F,G-003,G,6217,,,6227
208.0,,,208.3,F,G-003,G,6240,,,6249
208.66666666666666,,,208.93333333333334,F,G-003,G,6260,,,6268
209.23333333333332,,,209.5,H,G-003,G,6277,,,6285
213.23333333333332,,,213.53333333333333,F,G-003,G,6397,,,6406
213.9,,,214.16666666666666,H,G-003,G,6417,,,6425
215.8,,,216.0,H,G-003,G,6474,,,6480
220.16666666666666,,,220.36666666666667,H,G-003,G,6605,,,6611
4.133333333333334,4.183333333333334,4.216666666666667,4.316666666666666,H,G-004,G,248,251.0,253.0,259
14.033333333333333,14.133333333333333,14.166666666666666,14.5,F,G-004,G,842,848.0,850.0,870
15.166666666666666,15.25,15.266666666666667,15.483333333333333,H,G-004,G,910,915.0,916.0,929
20.766666666666666,20.85,20.866666666666667,21.033333333333335,H,G-004,G,1246,1251.0,1252.0,1262
5.866666666666666,6.0,6.033333333333333,6.266666666666667,F,G-005,G,352,360.0,362.0,376
14.633333333333333,14.75,14.766666666666667,14.983333333333333,H,G-005,G,878,885.0,886.0,899
16.016666666666666,16.1,16.116666666666667,16.233333333333334,H,G-005,G,961,966.0,967.0,974
16.816666666666666,16.9,16.916666666666668,17.083333333333332,H,G-005,G,1009,1014.0,1015.0,1025
3.2666666666666666,,,3.6,H,M-001,M,98,,,108
4.6,,,4.9,H,M-001,M,138,,,147
6.1,,,6.433333333333334,F,M-001,M,183,,,193
7.766666666666667,,,8.066666666666666,H,M-001,M,233,,,242
8.266666666666667,,,8.466666666666667,H,M-001,M,248,,,254
10.466666666666667,,,10.8,H,M-001,M,314,,,324
11.266666666666667,,,11.333333333333334,H,M-001,M,338,,,340
11.933333333333334,,,12.266666666666667,H,M-001,M,358,,,368
14.8,,,15.066666666666666,H,M-001,M,444,,,452
16.666666666666668,,,17.033333333333335,H,M-001,M,500,,,511
18.066666666666666,,,18.366666666666667,H,M-001,M,542,,,551
22.933333333333334,,,23.333333333333332,H,M-001,M,688,,,700
28.5,,,28.8,H,M-001,M,855,,,864
30.3,,,30.766666666666666,F,M-001,M,909,,,923
33.233333333333334,,,33.666666666666664,H,M-001,M,997,,,1010
35.6,,,36.13333333333333,H,M-001,M,1068,,,1084
36.666666666666664,,,37.06666666666667,H,M-001,M,1100,,,1112
38.6,,,38.9,H,M-001,M,1158,,,1167
42.833333333333336,,,43.2,H,M-001,M,1285,,,1296
43.833333333333336,,,44.233333333333334,H,M-001,M,1315,,,1327
45.9,,,46.13333333333333,H,M-001,M,1377,,,1384
46.93333333333333,,,47.233333333333334,H,M-001,M,1408,,,1417
48.03333333333333,,,48.43333333333333,H,M-001,M,1441,,,1453
52.93333333333333,,,53.333333333333336,H,M-001,M,1588,,,1600
53.63333333333333,,,54.2,H,M-001,M,1609,,,1626
55.43333333333333,,,55.96666666666667,H,M-001,M,1663,,,1679
58.9,,,59.43333333333333,H,M-001,M,1767,,,1783
65.3,,,65.8,H,M-001,M,1959,,,1974
68.06666666666666,,,68.56666666666666,H,M-001,M,2042,,,2057
69.33333333333333,,,69.63333333333334,H,M-001,M,2080,,,2089
73.96666666666667,,,74.33333333333333,H,M-001,M,2219,,,2230
77.76666666666667,,,78.13333333333334,H,M-001,M,2333,,,2344
78.23333333333333,,,78.76666666666667,F,M-001,M,2347,,,2363
78.93333333333334,,,79.33333333333333,F,M-001,M,2368,,,2380
79.96666666666667,,,80.4,F,M-001,M,2399,,,2412
81.96666666666667,,,82.33333333333333,H,M-001,M,2459,,,2470
84.9,,,85.36666666666666,H,M-001,M,2547,,,2561
90.43333333333334,,,90.96666666666667,H,M-001,M,2713,,,2729
91.06666666666666,,,91.53333333333333,H,M-001,M,2732,,,2746
92.66666666666667,,,93.03333333333333,H,M-001,M,2780,,,2791
93.93333333333334,,,94.26666666666667,H,M-001,M,2818,,,2828
96.83333333333333,,,97.13333333333334,H,M-001,M,2905,,,2914
97.6,,,97.93333333333334,H,M-001,M,2928,,,2938
101.1,,,101.46666666666667,H,M-001,M,3033,,,3044
102.56666666666666,,,103.03333333333333,F,M-001,M,3077,,,3091
103.43333333333334,,,103.76666666666667,H,M-001,M,3103,,,3113
104.06666666666666,,,104.4,H,M-001,M,3122,,,3132
110.26666666666667,,,110.53333333333333,H,M-001,M,3308,,,3316
110.93333333333334,,,111.2,H,M-001,M,3328,,,3336
113.66666666666667,,,114.03333333333333,H,M-001,M,3410,,,3421
118.26666666666667,,,118.63333333333334,H,M-001,M,3548,,,3559
119.0,,,119.3,H,M-001,M,3570,,,3579
120.0,,,120.46666666666667,H,M-001,M,3600,,,3614
120.86666666666666,,,121.2,H,M-001,M,3626,,,3636
121.93333333333334,,,122.2,H,M-001,M,3658,,,3666
123.13333333333334,,,123.4,H,M-001,M,3694,,,3702
124.23333333333333,,,124.73333333333333,F,M-001,M,3727,,,3742
126.93333333333334,,,127.3,H,M-001,M,3808,,,3819
130.2,,,130.6,F,M-001,M,3906,,,3918
130.9,,,131.26666666666668,H,M-001,M,3927,,,3938
133.26666666666668,,,133.6,H,M-001,M,3998,,,4008
135.4,,,135.9,H,M-001,M,4062,,,4077
136.63333333333333,,,137.13333333333333,H,M-001,M,4099,,,4114
138.16666666666666,,,138.66666666666666,H,M-001,M,4145,,,4160
151.83333333333334,,,152.2,H,M-001,M,4555,,,4566
152.36666666666667,,,152.8,H,M-001,M,4571,,,4584
154.9,,,155.4,H,M-001,M,4647,,,4662
166.96666666666667,,,167.33333333333334,H,M-001,M,5009,,,5020
170.1,,,170.7,H,M-001,M,5103,,,5121
173.53333333333333,,,174.16666666666666,H,M-001,M,5206,,,5225
178.66666666666666,,,179.13333333333333,H,M-001,M,5360,,,5374
182.5,,,182.96666666666667,H,M-001,M,5475,,,5489
184.46666666666667,,,184.93333333333334,H,M-001,M,5534,,,5548
187.46666666666667,,,187.96666666666667,F,M-001,M,5624,,,5639
188.26666666666668,,,188.73333333333332,F,M-001,M,5648,,,5662
189.46666666666667,,,190.0,H,M-001,M,5684,,,5700
191.36666666666667,,,192.03333333333333,H,M-001,M,5741,,,5761
194.6,,,195.1,H,M-001,M,5838,,,5853
196.46666666666667,,,196.9,H,M-001,M,5894,,,5907
201.56666666666666,,,202.0,H,M-001,M,6047,,,6060
203.46666666666667,,,203.9,H,M-001,M,6104,,,6117
204.13333333333333,,,204.53333333333333,H,M-001,M,6124,,,6136
210.06666666666666,,,210.46666666666667,H,M-001,M,6302,,,6314
215.16666666666666,,,216.33333333333334,H,M-001,M,6455,,,6490
243.46666666666667,,,244.0,F,M-001,M,7304,,,7320
250.8,,,251.36666666666667,F,M-001,M,7524,,,7541
252.86666666666667,,,253.6,H,M-001,M,7586,,,7608
256.03333333333336,,,256.7,F,M-001,M,7681,,,7701
260.53333333333336,,,261.06666666666666,H,M-001,M,7816,,,7832
266.8333333333333,,,267.56666666666666,F,M-001,M,8005,,,8027
269.1,,,269.7,F,M-001,M,8073,,,8091
272.43333333333334,,,272.93333333333334,H,M-001,M,8173,,,8188
273.46666666666664,,,273.96666666666664,H,M-001,M,8204,,,8219
281.3,,,281.8,H,M-001,M,8439,,,8454
288.8666666666667,,,289.4,H,M-001,M,8666,,,8682
299.06666666666666,,,299.6666666666667,F,M-001,M,8972,,,8990
300.26666666666665,,,301.1,H,M-001,M,9008,,,9033
315.43333333333334,,,316.0,F,M-001,M,9463,,,9480
320.1,,,320.53333333333336,H,M-001,M,9603,,,9616
323.43333333333334,,,323.8666666666667,F,M-001,M,9703,,,9716
326.8,,,327.26666666666665,H,M-001,M,9804,,,9818
328.6666666666667,,,329.1333333333333,F,M-001,M,9860,,,9874
330.3333333333333,,,330.73333333333335,F,M-001,M,9910,,,9922
331.03333333333336,,,331.43333333333334,F,M-001,M,9931,,,9943
331.93333333333334,,,332.26666666666665,F,M-001,M,9958,,,9968
335.1333333333333,,,335.53333333333336,H,M-001,M,10054,,,10066
342.3666666666667,,,342.76666666666665,H,M-001,M,10271,,,10283
343.6666666666667,,,344.2,F,M-001,M,10310,,,10326
344.3333333333333,,,344.6666666666667,H,M-001,M,10330,,,10340
349.93333333333334,,,350.43333333333334,F,M-001,M,10498,,,10513
355.8333333333333,,,356.23333333333335,H,M-001,M,10675,,,10687
358.03333333333336,,,359.03333333333336,H,M-001,M,10741,,,10771
359.8666666666667,,,360.26666666666665,H,M-001,M,10796,,,10808
361.56666666666666,,,362.2,H,M-001,M,10847,,,10866
362.76666666666665,,,363.2,H,M-001,M,10883,,,10896
363.46666666666664,,,364.3,F,M-001,M,10904,,,10929
366.06666666666666,,,366.7,H,M-001,M,10982,,,11001
369.0,,,369.76666666666665,H,M-001,M,11070,,,11093
382.03333333333336,,,382.73333333333335,F,M-001,M,11461,,,11482
383.1666666666667,,,383.9,F,M-001,M,11495,,,11517
384.8,,,385.1666666666667,H,M-001,M,11544,,,11555
385.73333333333335,,,386.1,F,M-001,M,11572,,,11583
2.7105921601334444,2.9190992493744785,2.9608006672226854,3.5029190992493744,F,M-002,M,65,70.0,71.0,84
3.6697247706422016,3.878231859883236,3.9199332777314426,4.295246038365304,F,M-002,M,88,93.0,94.0,103
4.712260216847373,4.837364470391993,4.8790658882402,5.337781484570475,F,M-002,M,113,116.0,117.0,128
6.338615512927439,6.547122602168473,6.5888240200166805,6.922435362802335,H,M-002,M,152,157.0,158.0,166
7.756463719766472,7.881567973311093,7.923269391159299,8.215179316096748,F,M-002,M,186,189.0,190.0,197
13.803169307756464,13.928273561301085,13.96997497914929,14.345287739783153,H,M-002,M,331,334.0,335.0,344
15.095913261050875,15.346121768140117,15.387823185988323,16.09674728940784,F,M-002,M,362,368.0,369.0,386
16.805671392827357,16.972477064220183,17.01417848206839,17.264386989157632,F,M-002,M,403,407.0,408.0,414
17.514595496246873,17.764804003336113,17.80650542118432,18.09841534612177,H,M-002,M,420,426.0,427.0,434
21.64303586321935,21.851542952460385,21.89324437030859,22.31025854879066,F,M-002,M,519,524.0,525.0,535
1.5846538782318598,1.6680567139282736,1.7097581317764803,1.8765638031693077,H,M-003,M,38,40.0,41.0,45
4.045037531276063,4.170141784820684,4.211843202668891,4.670558798999166,H,M-003,M,97,100.0,101.0,112
12.38532110091743,12.510425354462052,12.552126772310258,12.8023352793995,H,M-003,M,297,300.0,301.0,307
13.344453711426189,13.469557964970809,13.511259382819016,13.84487072560467,H,M-003,M,320,323.0,324.0,332
0.35035035035035034,0.45045045045045046,0.5505505505505506,0.8508508508508509,F,M-004,M,21,27.0,33.0,51
7.807807807807808,7.957957957957959,8.008008008008009,8.191524858191524,F,M-004,M,468,477.0,480.0,491
10.143476810143477,10.226893560226895,10.243576910243577,10.46046046046046,F,M-004,M,608,613.0,614.0,627
15.498832165498833,,15.648982315648983,15.749082415749083,H,M-004,M,929,,938.0,944
19.65298631965299,,19.786453119786454,19.936603269936604,H,M-004,M,1178,,1186.0,1195
21.00433767100434,21.15448782115449,21.32132132132132,21.70503837170504,F,M-004,M,1259,1268.0,1278.0,1301
23.740407073740407,23.823823823823826,23.95729062395729,24.20754087420754,F,M-004,M,1423,1428.0,1436.0,1451
26.843510176843512,,27.043710377043713,27.193860527193863,H,M-004,M,1609,,1621.0,1630
29.77977977977978,29.91324657991325,30.1634968301635,30.5638972305639,F,M-004,M,1785,1793.0,1808.0,1832
32.48248248248248,32.5658992325659,32.832832832832835,33.133133133133136,F,M-004,M,1947,1952.0,1968.0,1986
33.867200533867205,34.034034034034036,34.067400734067405,34.20086753420087,F,M-004,M,2030,2040.0,2042.0,2050
39.10577243910577,39.28928928928929,39.356022689356024,39.48948948948949,F,M-004,M,2344,2355.0,2359.0,2367
0.16683350016683351,0.2002002002002002,0.35035035035035034,0.5171838505171839,F,M-005,M,10,12.0,21.0,31
6.773440106773441,,6.9402736069402735,7.057057057057057,H,M-005,M,406,,416.0,423
8.625291958625292,8.75875875875876,8.842175508842177,9.00900900900901,F,M-005,M,517,525.0,530.0,540
10.66066066066066,10.81081081081081,10.91091091091091,11.094427761094428,F,M-005,M,639,648.0,654.0,665
11.294627961294628,,11.428094761428095,11.628294961628296,H,M-005,M,677,,685.0,697
14.7313980647314,14.864864864864865,14.914914914914915,15.065065065065065,F,M-005,M,883,891.0,894.0,903
15.498832165498833,15.6322989656323,15.849182515849183,16.066066066066067,F,M-005,M,929,937.0,950.0,963
19.06906906906907,19.31931931931932,19.402736069402735,19.586252919586254,F,M-005,M,1143,1158.0,1163.0,1174
20.17017017017017,20.337003670337005,20.387053720387055,20.537203870537205,F,M-005,M,1209,1219.0,1222.0,1231
21.40473807140474,,21.538204871538206,21.62162162162162,H,M-005,M,1283,,1291.0,1296
22.489155822489156,,22.622622622622625,22.722722722722725,H,M-005,M,1348,,1356.0,1362
25.325325325325327,,25.458792125458793,25.64230897564231,H,M-005,M,1518,,1526.0,1537
29.346012679346014,,29.496162829496164,29.662996329663,H,M-005,M,1759,,1768.0,1778
30.497163830497165,30.63063063063063,30.797464130797465,31.03103103103103,F,M-005,M,1828,1836.0,1846.0,1860
39.222555889222555,39.356022689356024,39.422756089422755,39.556222889556224,F,M-005,M,2351,2359.0,2363.0,2371
3.6375771733689306,3.754380110128483,3.7877523777740696,4.054730518938762,H,M-006,M,218,225.0,227.0,243
5.32287668947105,5.389621224762223,5.422993492407809,5.6565993659269145,H,M-006,M,319,323.0,325.0,339
10.795928583347239,10.91273152010679,10.929417653929585,11.196395795094277,H,M-006,M,647,654.0,655.0,671
11.430001668613382,11.630235274486902,11.663607542132487,12.047388620056733,F,M-006,M,685,697.0,699.0,722
13.816118805272819,13.916235608209577,13.932921742032372,14.266644418488236,F,M-006,M,828,834.0,835.0,855
14.90071750375438,15.00083430669114,15.067578841982312,15.351243116969798,F,M-006,M,893,899.0,903.0,920
15.484732187552144,15.601535124311697,15.61822125813449,16.01868846988153,F,M-006,M,928,935.0,936.0,960
18.054396796262306,18.254630402135824,18.304688803604204,18.605039212414482,F,M-006,M,1082,1094.0,1097.0,1115
18.755214416819623,18.905389621224764,18.972134156515935,19.339229100617388,F,M-006,M,1124,1133.0,1137.0,1159
24.995828466544303,25.14600367094944,25.162689804772235,25.880193559152346,F,M-006,M,1498,1507.0,1508.0,1551
26.83130318705156,26.9814783914567,27.014850659102287,27.315201067912565,F,M-006,M,1608,1617.0,1619.0,1637
29.367595528116137,29.467712331052894,29.48439846487569,29.818121141331552,H,M-006,M,1760,1766.0,1767.0,1787
1.2666666666666666,1.45,1.4666666666666666,1.8166666666666667,H,M-007,M,76,87.0,88.0,109
2.05,2.183333333333333,2.2,2.5,H,M-007,M,123,131.0,132.0,150
5.483333333333333,5.7,5.733333333333333,5.983333333333333,H,M-007,M,329,342.0,344.0,359
10.216666666666667,10.433333333333334,10.45,10.816666666666666,F,M-007,M,613,626.0,627.0,649
12.1,12.216666666666667,12.233333333333333,12.45,H,M-007,M,726,733.0,734.0,747
15.183333333333334,15.3,15.316666666666666,15.5,H,M-007,M,911,918.0,919.0,930
22.283333333333335,22.533333333333335,22.55,23.016666666666666,F,M-007,M,1337,1352.0,1353.0,1381
24.883333333333333,25.033333333333335,25.05,25.383333333333333,H,M-007,M,1493,1502.0,1503.0,1523
1.4595496246872393,1.6680567139282736,1.7097581317764803,2.0016680567139282,F,M-008,M,35,40.0,41.0,48
2.4186822351959965,2.627189324437031,2.6688907422852375,2.9608006672226854,F,M-008,M,58,63.0,64.0,71
7.089241034195163,7.25604670558799,7.297748123436197,7.631359466221851,F,M-008,M,170,174.0,175.0,183
9.674728940783986,9.88323603002502,9.924937447873228,10.42535446205171,F,M-008,M,232,237.0,238.0,250
13.803169307756464,14.011676396997498,14.053377814845705,14.470391993327773,F,M-008,M,331,336.0,337.0,347
15.012510425354462,15.262718932443702,15.30442035029191,15.638031693077565,F,M-008,M,360,366.0,367.0,375
17.6814011676397,17.80650542118432,17.848206839032528,18.18181818181818,F,M-008,M,424,427.0,428.0,436
18.515429524603835,18.59883236030025,18.640533778148455,18.932443703085905,F,M-008,M,444,446.0,447.0,454
20.350291909924938,20.433694745621352,20.475396163469558,20.642201834862384,H,M-008,M,488,490.0,491.0,495
21.89324437030859,22.060050041701416,22.101751459549625,22.477064220183486,F,M-008,M,525,529.0,530.0,539
22.51876563803169,22.602168473728106,22.643869891576312,23.019182652210176,H,M-008,M,540,542.0,543.0,552
24.43703085904921,24.56213511259383,24.603836530442035,24.854045037531275,F,M-008,M,586,589.0,590.0,596
30.23352793994996,30.400333611342784,30.4837364470392,30.775646371976645,F,M-008,M,725,729.0,731.0,738
36.36363636363636,36.5721434528774,36.61384487072561,36.90575479566305,F,M-008,M,872,877.0,878.0,885
41.117597998331945,41.201000834028356,41.242702251876565,41.367806505421186,H,M-008,M,986,988.0,989.0,992
43.99499582985821,44.12010008340283,44.16180150125104,44.49541284403669,H,M-008,M,1055,1058.0,1059.0,1067
44.62051709758132,44.91242702251876,44.95412844036697,45.412844036697244,F,M-008,M,1070,1077.0,1078.0,1089
50.0,50.12510425354462,50.16680567139283,50.41701417848207,F,M-008,M,1199,1202.0,1203.0,1209
58.840700583819846,58.882402001668055,58.924103419516264,59.007506255212675,H,M-008,M,1411,1412.0,1413.0,1415
2.933333333333333,,,3.2,F,P-001,P,88,,,96
3.3,,,3.5,H,P-001,P,99,,,105
4.6,,,4.9,H,P-001,P,138,,,147
5.866666666666666,,,6.133333333333334,F,P-001,P,176,,,184
7.9,,,8.166666666666666,F,P-001,P,237,,,245
8.466666666666667,,,8.7,H,P-001,P,254,,,261
11.233333333333333,,,11.533333333333333,H,P-001,P,337,,,346
18.9,,,19.166666666666668,H,P-001,P,567,,,575
20.566666666666666,,,20.9,F,P-001,P,617,,,627
21.5,,,21.766666666666666,H,P-001,P,645,,,653
26.3,,,26.633333333333333,H,P-001,P,789,,,799
29.133333333333333,,,29.633333333333333,H,P-001,P,874,,,889
31.533333333333335,,,31.766666666666666,H,P-001,P,946,,,953
32.9,,,33.266666666666666,F,P-001,P,987,,,998
34.63333333333333,,,34.96666666666667,H,P-001,P,1039,,,1049
35.9,,,36.333333333333336,F,P-001,P,1077,,,1090
39.06666666666667,,,39.4,F,P-001,P,1172,,,1182
39.9,,,40.56666666666667,F,P-001,P,1197,,,1217
40.766666666666666,,,41.233333333333334,F,P-001,P,1223,,,1237
42.46666666666667,,,42.7,H,P-001,P,1274,,,1281
43.03333333333333,,,43.5,H,P-001,P,1291,,,1305
44.43333333333333,,,44.833333333333336,F,P-001,P,1333,,,1345
45.53333333333333,,,46.06666666666667,F,P-001,P,1366,,,1382
46.2,,,46.666666666666664,F,P-001,P,1386,,,1400
49.96666666666667,,,50.166666666666664,F,P-001,P,1499,,,1505
51.666666666666664,,,52.1,F,P-001,P,1550,,,1563
54.266666666666666,,,54.766666666666666,F,P-001,P,1628,,,1643
54.9,,,55.333333333333336,F,P-001,P,1647,,,1660
57.06666666666667,,,57.5,H,P-001,P,1712,,,1725
57.733333333333334,,,58.1,F,P-001,P,1732,,,1743
58.46666666666667,,,58.8,H,P-001,P,1754,,,1764
59.13333333333333,,,59.43333333333333,H,P-001,P,1774,,,1783
60.46666666666667,,,60.96666666666667,F,P-001,P,1814,,,1829
61.2,,,61.833333333333336,F,P-001,P,1836,,,1855
62.1,,,62.6,F,P-001,P,1863,,,1878
